statisticalID,name,partOf,code,physicalType,district,state
YialQ0LbIwu,Livingstone General Hospital,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
MU1LLXANSkQ,Mahatma Gandhi Urban Health Centre,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
SYlbub5JqvV,Mahululo Health Post,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
TMA4mpwFe36,Maramba Urban Health Centre,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
mUNCOzMj8F1,Mosi O Tunya Urban Health Centre,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
OZqSbwhlNWd,Nakatindi Health Centre,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
SRjiN5apr8P,Namatama Health Post,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
SdUIPgzHO7L,Nsongwe Health Post,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
aKdZsl2Yra6,PoliUrban Health Centre,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
A6kk1S24wfa,Prison Urban Health Centre,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
dDviFyzxWKq,Sepo Urban Health Centre,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
AZcGsI1GkAB,Simonga Health Post,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
jKhrgiXb5T4,St. Joseph's Hospice,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
FxVrT5QHY3H,Victoria FalUrban Health Centre,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
zSUFqXKW6E4,ZAF Clinic,Location/DM5Sjew7MCn,HEALTH_FACILITY,Building,Livingstone District,So Uthern Province
tc2yVCdgfss,Chalimbana Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
swWh0Ji8l7q,Chibote Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
i5p8i4geyzX,Chivuna Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
hZLexuwuhcN,Chuula Clinic,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
IrVYqbHULXy,Delta Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
tM4to1u9Ly9,Hanjalika Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
jpzjYxWN8H4,Hanzala Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
MfQxII9iPB8,Itebe Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
RjDAKIgsc01,Kalama Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
peRtufsQ4un,Kaleya Sugar PLC Clinic,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
jw6cU8iBpUR,Kaleya Urban Clinic,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
ObwAz2Api2W,Kangila Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
RJsYIE6qdqH,Kaonga Urban Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
DcI17MXKUhn,Kascol Urban Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
wDSqkZifrOy,Konkola Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
ZwxwLQugoLe,Lubombo Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
g0HTESMPYVH,Magoye Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
tG7VdImYt05,Mainza Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
oEl14bNQHfO,Makuku Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
rIW4E5rUUCr,Manyana Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
mkBS9S2weO2,Mazabuka District Hospital,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
eJ47Nfa8YU5,Mazabuka Hospital Affiliated Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
NljZzgwo6a3,Mazabuka Prisons Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
g1Ad1kaRuEE,Mbayamusuma Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
kpIjhc4UOJD,MGM (Ceres) Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
CU1ZQv6bE1l,Mugoto Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
eKK6mQkh3WC,Mukuyu Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
jIG2oBae1HX,Munenga Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
FZb7h6zI5cR,Munjile Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
Mo46bcaxf8y,Musangu Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
jgJKWAe0zEs,Musikili Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
pqg0ZNY3DMP,Musuma Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
EVdSaN8u2wb,Mweemba Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
W0t6lLSt4rQ,Nachintyombwe Health Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
iSrgEeL1bU8,Nakambala Urban Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
sqpZ0HcRwiD,Namaila Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
mfxmOQWmNwf,Nanga Farm PLC Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
dWpoNMsWe3z,Nanga Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
l84UK5nT3Xo,Nega Nega Rural Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
rMfvDkjnfrC,Njomona Urban Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
KCgawOL7PSK,Nkabika Urban Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
yRwMpRJS7RX,Research Station Urban Health Centre,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
K2O4Gl7C43Z,ShimungaluHealth Post,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
ilAkk7HwnXw,Victoria Private Hospital,Location/k3q47RyPfIf,HEALTH_FACILITY,Building,Mazabuka District,So Uthern Province
CkjL0dMANJ2,Banakaila Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
NHSSS1Po8cS,Bbombo Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
qX5aOxMhPfN,Bbwantu Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
s4qbbnaVnjE,Bweengwa Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
LEUc0Guuz7r,Charles Lwangwa Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
XyWsKmjzkFR,Chibozu Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
mI19H7iwtQb,Chikuni OPD Mission Hospital,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
jdEH6bopHOf,Chipembele Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
dOTgz6m9Kpg,Chisekesi Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
HUSWbDrGFm6,Hakunkula Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
jnoU8HEsHLu,Hamangaba Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
IfZdMeVayxj,Hamapande Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
tzkeB0ltq7Y,Kanundwa Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
UI1dgpPItWb,Katimba Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
LsWdE12aQIe,Kaumba Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
NigiDeaEsxb,Kayola Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
KahbH3eARaD,Keemba Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
dfYvqpa8c3t,Luyaba Rural Health Centre (Monze),Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
fXGbNZxweuV,Mahiba Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
i5Rmaqet1KT,Malundu Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
JypL6gn4pD5,Manungu Urban Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
fcFNTIOcmax,Monze Mission Hospital,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
asRtFp0K6Hu,Monze Urban Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
UBnsyoez3yF,Moomba Rural Health Centre (Monze),Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
qdYMh5wbzjv,Moonzwe Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
J88SovGZwd5,Mujika Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
kgogtgVyjqe,Mulongalwiri Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
fv24hTQ7fkc,Mulumbwa Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
hJ6eedr7LIA,Munyubabisi Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
Z60ZN6HoyK4,Nadongo Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
D36Wg3kZ3t5,Nalocha Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
Di3mSyql0Jj,Nalutanda Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
aIV0iahrEjI,Namilongwe Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
gj5s6Z4CJRG,Nampeyo Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
RTsaYvynrKv,Njolamwanza Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
RlM78A7eVhB,Ntambo Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
wl4gmj4K1YL,Nteme Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
qcXCAXLZiWI,Rusangu Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
tnFnK3iR9zw,Siatontola Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
NiMmJuBo7fn,St Marys Health Post,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
ACa6vpZuNzf,ZCA Rural Health Centre,Location/NRs3xBI4qF6,HEALTH_FACILITY,Building,Monze District,So Uthern Province
H0mgs8eV66k,Baambwe Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
Ix9nvgZZF2X,Chitongo Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
CIsLgxbYyD9,Ichila Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
xpaP2SFFvQt,Itapa Health Post,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
fPvdqBR92eL,Kabanga Health Post (Namwala),Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
BnXSqs5xC3t,Kabulamwanda Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
F5zqUJS5M5y,Kantengwa Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
nOz1I8nFlZe,Kasenga Rural Health Centre (Namwala),Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
ajAA2PbxM9T,Maala Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
Ot0fkI2IEwT,Mandondo Health Post,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
LZE0WBxdB6Z,Maseele Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
RMcCbIrFhHs,Moobola Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
X1LBHmLkJ56,Moomba Health Post,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
mKlVUCGpvhN,Muchila Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
mzGVvreLPzd,Nakamboma Rural Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
GPMyxUCgDEu,Namwala District Hospital,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
qJPSHuMk2w9,Namwala Hospital Affiliated Health Centre,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
iIJgLuCcouZ,Nchole Health Post,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
I3yGbBWPdxd,Ndema Health Post,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
QqoZvdFYVhH,Ngabo Health Post,Location/Xuov31JWDss,HEALTH_FACILITY,Building,Namwala District,So Uthern Province
xNqwEUzAzGv,Chilundu Health Post,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
uf3q1wwlL23,Chiyumbabeenzu Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
TPkPvVuyzBV,Choompa Health Post,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
PTNapKWf8ko,DeHealth Post,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
tInMEv278ct,Habbanjuka Health Post,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
id7kK37X5WR,Jembo Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
Mfql9WbheQJ,Kanchomba Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
kneUsqZGnFv,Kasikili Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
gx1KP8XUzpc,Kasiya Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
VYWtXvivimQ,KazimauluRural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
Y83eYFCnx1J,Moyo Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
uOpCbeuIXY0,Muzoka Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
WJybMtvEDd7,Ndondi Health Post,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
uznRuoGDLyu,Pemba Main Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
t8ZyDFjZ4eb,Pemba Sub Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
pUv7mufGQdK,Siamuleya Rural Health Centre,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
czLJ7vq3oQv,Sibalumbi Health Post,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
ru9RENqjtB1,Simooya Health Post,Location/mJa1jLXRrrK,HEALTH_FACILITY,Building,Pemba District,So Uthern Province
CQz16HKSeO0,Chaanga Rural Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
QSBeGv1GzoM,Chizilika Health Post,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
wdVaVWzFCYD,Dambilo Health Post,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
lrFhLUrenJ4,Dambwe Health Post,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
L8codXq3nCi,Kabuyu Health Post,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
MfvcAmFAcid,Kariba Rural Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
asjXOZaYsKm,Manchamvwa Lakeshore Health Post,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
IJqX8jK2c3G,Manchanvwa Rural Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
OB49QIXcDUg,Matua Rural Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
a7A1cWEVKQi,Mpango Health Post,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
gN7xCnEEodi,Muntanga Health Post,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
Bpn2Uyqnk9N,Munyama Rural Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
RTSyZYWb2xu,Nabutezi Rural Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
FnU0CEtwFCK,Namoomba Rural Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
jj2qnsrdheh,Siamatika Health Post,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
iwT0Ij3HA35,Sianyoolo Rural Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
jsWZwsy1sTU,Siavonga District Hospital,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
xjEdKsZuzfT,Siavonga Hospital Affiliated Health Centre,Location/Q9ewrtYhNOv,HEALTH_FACILITY,Building,Siavonga District,So Uthern Province
tCSvWkxo2BZ,Buleyamalima Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
yP5uNj3k8dZ,Chiyabi Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
SjfJMMvXj30,GVDC Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
iMb079oXKKH,Kafwambila Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
q5UGYPwhfec,Maamba Hospital,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
scTFGH3pn5A,Maamba Hospital Affiliated Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
PbJBDIHnX85,Muuka Health Post,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
irEEeHdx68b,Muziyo Health Post,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
yzK6L6QtgP1,Siameja Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
DHZo3LTwdU5,Siampondo Health Post,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
yjjFnn1Lu9i,Siansowa Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
md0qTY455su,Siatwinda Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
efrh3aYbyzG,Sikaneka Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
MBOMEmdMWLC,Sinamalima Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
bNVx5U7JTyi,Sinazeze Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
PBJ6aeczQ5w,Sinazongwe Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
SKBJJJmU3hX,Sulwegonde Rural Health Centre,Location/v5q6MnxfJHT,HEALTH_FACILITY,Building,Sinazongwe District,So Uthern Province
MskIK9Z7Gwy,Chalimongela Health Post,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
AbtMttNEjDl,Chiidi Health Post,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
DJlKLX7hiDJ,Kayanga Health Post,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
UfCPzNlKO8K,Luyaba Rural Health Centre,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
Bkc6mfMPRMV,Mapatizya Rural Health Centre,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
eDHzE6SBcLx,Muzya Rural Health Centre,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
fwcQJ0J17Sb,Nakowa Rural Health Centre,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
kOzXxz7g2xi,Siamafumba Rural Health Centre,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
hHxn1eb9v3Q,Simalundu Rural Health Centre,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
PHZ41pZ1OB5,Simwatachela Rural Health Centre,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
FvYQRSeLnx0,Zimba Hospital Affiliated Health Centre,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
Btz6jrGG8n8,Zimba Mission Hospital,Location/h1YXoH8lV3A,HEALTH_FACILITY,Building,Zimba District,So Uthern Province
Wxbjh2elumN,we Buleya Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
lijo2tEdGve,Kalabo District Hospital,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
jVRRqPb3Iei,Kuuli Rural Health Centre,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
zVC73RTOrgI,Libonda Rural Health Centre,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
yAuLTKTpQSC,Liumba Rural Health Centre,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
VQspz8SJyiy,Liyoyelo Rural Health Centre,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
n8que2eYpbm,Lukena Rural Health Centre,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
gliTVs3bOvN,Lukoko Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
WaNAvw6U3Pr,Lukona Rural Health Centre,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
pzUSlyh90Aj,Lumei Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
xEX5lRJ3UBN,Luola Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
DHFACuk7j91,Lutwi Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
z0LxkWJ2qnH,Mapungu Rural Health Centre,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
x416ZXBuaYa,Mishulundu Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
QwRVnk0ZNZe,Mitwi Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
fwpg5kl0d3B,Muchicha Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
S2PxFHLZJua,Mulinga Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
foIhYz9b1cj,Mutaa Health Post,Location/dPAa9yBDF5m,HEALTH_FACILITY,Building,Kalabo District,Western Province
